ObjectID,GlobalID,Year,Event Name,Classification Status,Rating Status,Event Type,Initial Data Sources,Location Description,Province,Surveys Completed,Damage,Investigation initiated by NTP,Ground survey completed independently by NTP,Event Description,Web Map Link,Event Sub-Type,Damage Summary,Track Length (km),Maximum Path Width (m),Maximum Wind Speed (km/h),Time (Local),Parent Storm Type,EF-scale DI/DOD,Injuries,Concurrent Event,Unique ID,Mean Motion (from),Day,Month,Time (UTC),Local Time Zone,Fatalities,Damage Cost ($K),Event Summary Map Provided?,x,y
1903,097771e7-66d8-41da-89f9-fccccbdd6149,2023,Blumenort,final_classification_completed,final_rating_completed,unclassified_visual_vortex,facebook_eg_instant_weather,Estimated event location,Manitoba,satellite,negligible_none,,,"Witnesses captured photos of a vortex attached to cloud base in the Blumenort area. Nature of vortex contact with the surface is not clear as view was obscured. Satellite imagery review revealed no visible damage and no damage was reported. Based on evidence available, event assessed as an Unclassified Visual Vortex.",,,,,,,1730,,,0,N/A,,,13,8,2230,CDT,0,unknown,,-96.67,49.62
1904,3fc9dcc6-11bc-4509-84da-0e15b770fd04,2023,La Rivière,final_classification_completed,final_rating_completed,unclassified_visual_vortex,facebook_eg_instant_weather,Estimated event location,Manitoba,satellite,negligible_none,,,"Witness captured a photo of a vortex attached to cloud base west of La Rivière. Nature of vortex contact with the surface is not clear as view was obscured. Satellite imagery review revealed no visible damage and no damage was reported. Based on evidence available, event assessed as an Unclassified Visual Vortex.",,,,,,,1835,,,0,N/A,,,13,8,2335,CDT,0,unknown,,-98.77,49.25
1905,a9591adc-1bdb-426e-8739-ababd7261757,2023,Kronau,final_classification_completed,final_rating_completed,downburst,twitter_eg_ntp_hashtag,Damage area,Saskatchewan,satellite,ef0,,,"Tree damage along with roof and siding damage to several houses and a garage was reported in Kronau after a storm passed through. No injuries were reported. Damage assessed as EF0 downburst, with an estimated max. wind speed of 125 km/h. Satellite imagery review did not reveal any visible damage.",,,,,,125,55,,FR12/DOD-2 (EXP),0,N/A,,,28,5,655,CST,0,unknown,,-104.2926,50.3025
1906,a55b15fe-2e1a-4a3f-8633-485ad2fd96b5,2023,Wainwright,final_classification_completed,final_rating_completed,downburst,facebook_eg_instant_weather,Damage area,Alberta,satellite,ef0,,,"Roof damage to a motel and several houses along with tree damage was reported in Wainwright after a storm passed through. No injuries were reported. Satellite imagery review revealed isolated weak tree damage near community. Damage assessed as EF0 downburst, with an estimated max. wind speed of 130 km/h.",,,,,,130,1430,,M/DOD-2 (EXP),0,N/A,,,5,6,2030,MDT,0,unknown,,-110.8337,52.8451
1907,b93cf430-83f1-45c1-8235-8fb148566053,2023,Coulter,final_classification_completed,final_rating_completed,unclassified_visual_vortex,twitter_eg_ntp_hashtag,Estimated event location,Manitoba,satellite,negligible_none,,,"Witness captured video of a vortex attached to cloud base near Coulter. Nature of vortex contact with the surface is not clear as view was obscured. Satellite imagery review revealed no visible damage and no damage was reported. Based on evidence available, event assessed as an Unclassified Visual Vortex.",,,,,,,1640,,,0,N/A,,,31,7,2140,CDT,0,unknown,,-100.91,49.1
1908,8485c4e3-7964-4264-8dcd-030041d1308a,2023,Dover Centre,final_classification_completed,final_rating_completed,unclassified_visual_vortex,facebook_eg_instant_weather,Estimated event location,Ontario,satellite,negligible_none,,,"Witnesses captured a photo of a vortex attached to cloud base northeast of Dover Centre. Nature of vortex contact with the surface is not clear as view was obscured. Satellite imagery review revealed no visible damage and no damage was reported. Based on evidence available, event assessed as an Unclassified Visual Vortex.",,,,,,,1420,,,0,N/A,,,15,8,1820,EDT,0,unknown,,-82.29,42.52
1909,b77b146b-540d-4155-8478-f50ece951bfd,2023,Lloydminster,final_classification_completed,final_rating_completed,unclassified_visual_vortex,facebook_eg_instant_weather,Estimated event location,Saskatchewan,satellite,negligible_none,,,"Witnesses captured photos of a vortex attached to cloud base in Lloydminster. Nature of vortex contact with the surface is not clear as view was obscured. Satellite imagery review revealed no visible damage and no damage was reported. Based on evidence available, event assessed as an Unclassified Visual Vortex",,,,,,,1715,,,0,N/A,,,23,8,2315,MDT,0,unknown,,-109.969999999998,53.2899999999991
1910,4e6c157a-9b9d-47d2-8383-ca8c26372a5c,2023,Wheatley,final_classification_completed,final_rating_completed,unclassified_visual_vortex,facebook_eg_instant_weather,Estimated event location,Ontario,satellite,negligible_none,,,"Witnesses captured photos of a vortex attached to cloud base north of Wheatley. Nature of vortex contact with the surface is not clear as view was obscured. Satellite imagery review revealed no visible damage and no damage was reported. Based on evidence available, event assessed as an Unclassified Visual Vortex.",,,,,,,1654,,,0,N/A,,,17,9,2054,EDT,0,unknown,,-82.47,42.11
1911,0579f630-4c9c-494b-8ffb-f90cbf986679,2023,Teeswater,final_classification_completed,final_rating_completed,unclassified_visual_vortex,"twitter_eg_ntp_hashtag,facebook_eg_instant_weather",Estimated event location,Ontario,satellite,negligible_none,,,"Witnesses captured video and photos of a vortex attached to cloud base north of Teeswater. Nature of vortex contact with the surface is not clear as view was obscured. Satellite imagery review revealed no visible damage and no damage was reported. Based on evidence available, event assessed as an Unclassified Visual Vortex.",,,,,,,1200,,,0,N/A,,,17,9,1600,EDT,0,unknown,,-81.27,44.05
1912,ab3997c6-d9e6-484e-8bc7-f492bfcd52bb,2023,Oak River,final_classification_completed,final_rating_completed,downburst,storm_track_of_interest_eg_base,Damage area,Manitoba,"satellite,ground",ef0,,yes,"Damage to trees and roof damage to buildings in Oak River was documented during an NTP ground survey on June 12, 2023. Satellite imagery review did not reveal any visible damage. No injuries were reported. Damage assessed as EF0 downburst, with an estimated max. wind speed of 115 km/h.",,,,,,115,1805,,C-T/DOD-3 (EXP),0,N/A,,,7,6,2305,CDT,0,unknown,,-100.4333,50.1373
1913,d89a84d8-95a4-4154-8ebf-5b07ba0ca9c2,2023,Rivers,final_classification_completed,final_rating_completed,downburst,storm_track_of_interest_eg_base,Damage area,Manitoba,"satellite,ground",ef0,,yes,"Damage to trees near Rivers was documented during an NTP ground survey on June 12, 2023. Satellite imagery review did not reveal any visible damage. No injuries were reported. Damage assessed as EF0 downburst, with an estimated max. wind speed of 115 km/h.",,,,,,115,1830,,C-T/DOD-3 (EXP),0,N/A,,,7,6,2330,CDT,0,unknown,,-100.32,50.0535
1914,6c6e04ee-2b69-4fd8-87df-29010fa915c6,2023,Ma-Me-O Beach,final_classification_completed,final_rating_completed,downburst,facebook_eg_instant_weather,Damage area,Alberta,satellite,ef0,,,"Damage to trees was reported in Ma-Me-O Beach after a storm passed through the area. No injuries were reported. Satellite imagery review did not reveal any visible damage. Damage assessed as EF0 microburst, with an estimated max. wind speed of 115 km/h.",,microburst,,,,115,1745,,C-T/DOD-3 (EXP),0,N/A,,,13,6,2345,MDT,0,unknown,,-113.9612,52.9752
1915,6c030f39-5e58-43e1-8b4d-c4d2822b930e,2023,Claysmore,final_classification_completed,final_rating_completed,downburst,eccc_eg_forwarded_report,Damage area,Alberta,"satellite,ground,drone",ef0,,yes,"Structural damage to several farm buildings was reported in the Claysmore area (west of Vermilion) after a storm passed through. No injuries were reported. An NTP ground and drone survey was completed on June 16, 2023, documenting the reported damage along with tree damage. Satellite imagery review did not reveal any visible damage. Damage assessed as EF0 downburst, with an estimated max. wind speed of 125 km/h.",,,,,,125,1735,,SBO/DOD-5 (LB),0,N/A,,,13,6,2335,MDT,0,unknown,,-110.9674,53.4163
1916,896f3a22-b3a6-4839-8dce-d9cea2466998,2023,Fort Erie,final_classification_completed,final_rating_completed,downburst,"twitter_eg_ntp_hashtag,facebook_eg_instant_weather",Damage area,Ontario,satellite,ef0,,,"Damage to trees and a house under construction was reported in Fort Erie after a storm passed through the area. No injuries were reported. Satellite imagery review revealed isolated tree damage in the area. Damage assessed as EF0 downburst, with an estimated max. wind speed of 115 km/h.",,,,,,115,1250,,C-T/DOD-3 (EXP),0,N/A,,,26,6,1650,EDT,0,unknown,,-78.962,42.8849
1917,84f5f739-2467-4d34-829c-f0848a007e99,2023,Stayner,final_classification_completed,final_rating_completed,downburst,media_article_eg_stratford_beac,Damage area,Ontario,satellite,ef0,,,"Tree damage and a collapsed communications tower was reported south of Stayner after a storm passed through the area. No injuries were reported. Satellite imagery review revealed isolated visible damage. Damaged assessed as EF0 downburst, with an estimated max. wind speed of 115 km/h.",,,,,,115,1840,,C-T/DOD-3 (EXP),0,N/A,,,30,6,2240,EDT,0,unknown,,-80.0878,44.379
1918,5d1227ca-7307-43de-898c-850f35449bdf,2023,Walton,final_classification_completed,final_rating_completed,downburst,twitter_eg_ntp_hashtag,Damage area,Ontario,satellite,ef0,,,"Tree damage was reported near Walton after a storm passed through the area. No injuries were reported. A ground survey by private citizen on behalf of NTP was completed on July 6, 2023. Satellite imagery review revealed isolated crop and tree damage. Damage assessed as EF0 microburst, with an estimated max. wind speed of 115 km/h.",,microburst,,,,115,1050,,C-T/DOD-3 (EXP),0,N/A,,,6,7,1450,EDT,0,unknown,,-81.2433,43.683
1919,46dafa8a-0cdd-46a7-8b1f-15c2dec582f2,2023,Lake Dore,final_classification_completed,final_rating_completed,downburst,"twitter_eg_ntp_hashtag,facebook_eg_instant_weather",Damage area,Ontario,satellite,ef0,,,"Tree damage was reported at the Smiths Bay campsite at Lake Dore after a storm passed through the area. No injuries were reported. Satellite imagery review revealed isolated tree damage. Damage assessed as EF0 downburst, with an estimated max. wind speed of 115 km/h.",,,,,,115,1600,,C-T/DOD-3 (EXP),0,N/A,,,6,7,2000,EDT,0,unknown,,-77.1234,45.592
1920,0945911b-08ff-4307-813c-59a15f0b5b0d,2023,Sombra,final_classification_completed,final_rating_completed,downburst,twitter_eg_ntp_hashtag,Damage area,Ontario,satellite,ef0,,,"Damage to a fence, tossed lawn furniture and broken tree branches was reported in Sombra after a storm passed through. Weak damage to trees and a power pole was also reported nearby across the St. Clair River in Marine City, MI. Satellite imagery review did not reveal any visible damage. Damage assessed as EF0 downburst, with an estimated max. wind speed of 90 km/h. Start time is radar estimated.",,,,,,90,1730,,C-SFLF/DOD-1 (EXP),0,N/A,,,11,7,2130,EDT,0,unknown,,-82.4887,42.6954
1921,91311d1e-ca5a-43db-8822-61c6bd425d9e,2023,Sebringville,final_classification_completed,final_rating_completed,downburst,twitter_eg_ntp_hashtag,Damage area,Ontario,satellite,ef0,,,"Tree damage was reported in the Sebringville area after a storm passed through. No injuries were reported. Satellite imagery review revealed no visible damage. Damage assessed as EF0 downburst, with an estimated max. wind speed of 115 km/h.",,,,,,115,1600,,C-T/DOD-3 (EXP),0,N/A,,,11,7,2000,EDT,0,unknown,,-81.112,43.3932
1922,90d8dd39-31f3-4455-85d0-742984437400,2023,Rama,final_classification_completed,final_rating_completed,downburst,facebook_eg_instant_weather,Damage area,Ontario,satellite,ef0,,,"Tree damage was reported in the Rama area after a storm passed through. No injuries were reported. Satellite imagery review revealed isolated tree damage. Damage assessed as EF0 downburst, with an estimated max. wind speed of 115 km/h.",,,,,,115,1820,,C-T/DOD-3 (EXP),0,N/A,,,16,7,2220,EDT,0,unknown,,-79.3648,44.6777
1923,282239a6-dac3-43fb-892e-6177b4e5864e,2023,Midhurst,final_classification_completed,final_rating_completed,downburst,"twitter_eg_ntp_hashtag,facebook_eg_instant_weather",Damage area,Ontario,satellite,ef0,,,"Tree damage and shingle damage to a home was reported in the Midhurst area after a storm passed through. No injuries were reported. Satellite imagery review revealed several additional locations of weak tree damage in the area. Damage assessed as EF0 downburst, with an estimated max. wind speed of 115 km/h.",,,,,,115,1745,,C-T/DOD-3 (EXP),0,N/A,,,20,7,2145,EDT,0,unknown,,-79.745,44.4597
1924,a64ff174-0bf3-495c-8b11-af2dd9a573d2,2023,Dorchester,final_classification_completed,final_rating_completed,downburst,"twitter_eg_ntp_hashtag,facebook_eg_instant_weather",Damage area,Ontario,"satellite,ground",ef0,,yes,"Tree damage and shingle damage to a home was reported in Dorchester after a storm passed through the area. No injuries were reported. An NTP ground survey was completed on July 21, 2023, documenting the reported damage. Satellite imagery review revealed isolated weak tree damage in the area. Damage assessed as EF0 downburst, with an estimated max. wind speed of 125 km/h. Event time is radar estimated.",,,,,,125,1720,,FR12/DOD-2 (EXP),0,N/A,,,20,7,2120,EDT,0,unknown,,-81.0697,42.9596
1925,af9b3b2f-f2d7-41f5-87cf-82b5aff296b5,2023,Port Burwell,final_classification_completed,final_rating_completed,downburst,facebook_eg_instant_weather,Damage area,Ontario,satellite,ef0,,,"Tree damage was reported in Port Burwell after a storm passed through the area. One minor injury was reported. Satellite imagery review revealed isolated weak tree damage in the area. Damage assessed as EF0 downburst, with an estimated max. wind speed of 115 km/h. Event time is radar estimated.",,,,,,115,1735,,C-T/DOD-3 (EXP),1,N/A,,,20,7,2135,EDT,0,unknown,,-80.8241,42.6524
1926,4cf51c75-ee15-496e-88f2-2754a6b28080,2023,Joutel,final_classification_completed,final_rating_completed,downburst,twitter_eg_ntp_hashtag,Damage area,Quebec,satellite,ef0,,,"Tree damage was reported southeast of Joutel after a storm passed through the area. Satellite imagery review revealed isolated weak tree damage in the area. Damage assessed as EF0 microburst, with an estimated max. wind speed of 115 km/h. Event time is radar estimated.",,microburst,,,,115,30,,C-T/DOD-3 (EXP),0,N/A,,,28,7,430,EDT,0,unknown,,-78.0886,49.3747
1927,05bf79b3-1edb-4e1c-8f02-ab28c6aa98ae,2023,Hanover,final_classification_completed,final_rating_completed,downburst,media_article_eg_stratford_beac,Damage area,Ontario,satellite,ef0,,,"Tree damage was reported in the Hanover area after a storm passed through. No injuries were reported. Satellite imagery review revealed isolated weak tree damage in the area. Damage assessed as EF0 microburst, with an estimated max. wind speed of 115 km/h. Event time is radar estimated.",,microburst,,,,115,2055,,C-T/DOD-3 (EXP),0,N/A,,,3,8,55,EDT,0,unknown,,-81.0125,44.1151
1928,a3133312-5c35-4581-8c27-576605f41a2b,2023,Acton Island,final_classification_completed,final_rating_completed,downburst,"ntp_email_eg_ntpuwoca,twitter_eg_ntp_hashtag",Damage area,Ontario,satellite,ef0,,,"Tree damage was reported north of Bala on Acton Island after a storm passed through the area. No injuries were reported. Satellite imagery review revealed isolated weak tree damage in the area. Damage assessed as EF0 microburst, with an estimated max. wind speed of 115 km/h. Event time is radar estimated.",,microburst,,,,115,1700,,C-T/DOD-3 (EXP),0,N/A,,,6,9,2100,EDT,0,unknown,,-79.6122,45.0567
1929,4ab42641-b73b-4010-8805-fcab7b5830c8,2023,Lac du Moqueur (Papineau),final_classification_completed,final_rating_completed,unclassified_wind_damage,storm_track_of_interest_eg_base,Damage area,Quebec,satellite,ef1,,,"Satellite imagery review of a storm track of interest revealed visible tree damage at Lac du Moqueur (Papineau Regional County Municipality). Evidence available is insufficient to confirm event type, and preliminary assessment is EF1 Unclassified Wind Damage with an estimated max. wind speed of 145 km/h.",,,,,,145,1535,,C-T/DOD-5 (LB),0,N/A,,,1,7,1935,EDT,0,unknown,,-75.3506,45.9014
1930,de521cc8-e7ed-493c-8d04-45c9d964f7c7,2023,Malachi Lake,final_classification_completed,final_rating_completed,unclassified_wind_damage,twitter_eg_ntp_hashtag,Damage area,Ontario,satellite,ef0,,,"Tree damage was reported at Malachi Lake after a storm passed through the area. Satellite imagery review revealed limited weak tree damage in the area. Evidence available is insufficient to confirm event type, and assessment is EF0 unclassified wind damage with an estimated max. wind speed of 115 km/h.",,,,,,115,2200,,C-T/DOD-3 (EXP),0,N/A,,,26,7,300,CDT,0,unknown,,-94.9789,49.9242
1931,97681235-da3c-44be-89fb-3ce9972a24e9,2023,Glassville,final_classification_completed,final_rating_completed,unclassified_wind_damage,eccc_eg_forwarded_report,Damage area,New Brunswick,satellite,ef0,,,"Damage to trees and a detached garage was reported south of Glassville after a storm passed through the area. No injuries were reported. Satellite imagery review revealed an isolated area of weak tree damage. Evidence available is insufficient to confirm event type, and preliminary assessment is EF0 Unclassified Wind Damage with an estimated max. wind speed of 115 km/h.",,,,,,115,35,,C-T/DOD-3 (EXP),0,N/A,,,13,8,2335,ADT,0,unknown,,-67.425,46.4361
1932,93085c50-ecaf-4ae9-8043-afdf4df52a62,2023,Tagish,final_classification_completed,final_rating_completed,downburst,ntp_web_form_eg_uwocantp,Damage area,Yukon,satellite,ef1,,,"Tree damage was reported in the Tagish area after a storm passed through. No injuries were reported. Satellite imagery review revealed downburst damage in the area. Damage assessed as EF1, with an estimated max. wind speed of 145 km/h, with notable damage visible over an area at least 6.7 km long and 3.6 km wide. Start time is estimated based on lightning data.",,,,,,145,1600,,C-T/DOD-5 (LB),0,N/A,,,23,7,2300,MST,0,unknown,,-134.245,60.261
1933,448a383d-78aa-4af8-817e-8a7a219fb8b0,2023,Georgian Bay (Thornbury),final_classification_completed,final_rating_completed,tornado_over_water,ntp_email_eg_ntpuwoca,Estimated tornado location,Ontario,,default_ef0,,,Witness in the Thornbury area captured a photo of a tornado over Georgian Bay. No damage reported.,,,,,,,1720,,,0,N/A,,,7,10,2120,EDT,0,unknown,,-80.3599999999986,44.6099999999992
1934,e20641a8-e488-4ee9-89fc-f83e02e025ff,2023,Whitebeech,final_classification_completed,final_rating_completed,unclassified_visual_vortex,facebook_eg_instant_weather,Estimated event location,Saskatchewan,satellite,negligible_none,,,"Witnesses in the Thunder Hill, MB area captured video and photos of a vortex attached to cloud base south of Whitebeech. Nature of vortex contact with the surface is not clear as view was obscured. Satellite imagery review revealed no visible damage and no damage was reported. Based on evidence available, event assessed as an Unclassified Visual Vortex.",,,,,,,1649,,,0,N/A,,,11,8,2249,CST,0,unknown,,-101.749999999995,51.9899999999973
1935,17c9ee4b-de84-47aa-86b4-623ff72a51fe,2023,Sudbury,final_classification_completed,final_rating_completed,unclassified_visual_vortex,eccc_eg_forwarded_report,Estimated event location,Ontario,satellite,negligible_none,,,"A meteorological observer at the Greater Sudbury Airport reported a funnel cloud near the airport. Nature of vortex contact with the surface is unknown. Satellite imagery review revealed no visible damage and no damage was reported. Based on evidence available, event assessed as an Unclassified Visual Vortex. Event time estimated based on ECCC report.",,,,,,,1200,,,0,N/A,,,3,8,1600,EDT,0,unknown,,-80.76,46.59
1936,16e7c9d0-ac64-4e0e-88fc-b18497d80486,2023,Notre-Dame-des-Prairies,final_classification_completed,final_rating_completed,unclassified_visual_vortex,facebook_eg_instant_weather,Estimated event location,Quebec,satellite,negligible_none,,,"Witnesses captured video of a vortex attached to cloud base near Notre-Dame-des-Prairies. Nature of vortex contact with the surface is not clear as view was obscured. Satellite imagery review revealed no visible damage and no damage was reported. Based on evidence available, event assessed as an Unclassified Visual Vortex.",,,,,,,1858,,,0,N/A,,,2,8,2258,EDT,0,unknown,,-73.43,46.08
1937,bb9cc6d7-9af4-4b90-805c-e3c29aa2bb80,2023,Blenheim,final_classification_completed,final_rating_completed,unclassified_visual_vortex,facebook_eg_instant_weather,Estimated event location,Ontario,satellite,negligible_none,,,"Witnesses in the Blenheim area captured video and photos of a vortex attached to cloud base. Nature of vortex contact with the surface is not clear as view was obscured. Satellite imagery review revealed no visible damage and no damage was reported. Based on evidence available, event assessed as an Unclassified Visual Vortex.",,,,,,,1427,,,0,N/A,,,5,8,1827,EDT,0,unknown,,-82.07,42.31
1938,2ca568c0-aff8-450d-81dd-be65a5c13177,2023,Brazeau Dam,final_classification_completed,final_rating_completed,unclassified_visual_vortex,twitter_eg_ntp_hashtag,Estimated event location,Alberta,satellite,negligible_none,,,"Witness captured video of a vortex attached to cloud base near Brazeau Dam. Nature of vortex contact with the surface is not clear as view was obscured. Satellite imagery review revealed no visible damage and no damage was reported. Based on evidence available, event assessed as an Unclassified Visual Vortex.",,,,,,,2126,,,0,N/A,,,2,8,326,MDT,0,unknown,,-115.68,52.99
1939,bc3279e3-4359-43fb-8f51-14a0e905380a,2023,Pokiok Lake,final_classification_completed,final_rating_completed,downburst,eccc_eg_forwarded_report,Damage area,New Brunswick,satellite,ef1,,,"Tree damage was reported near Saint Almo after a storm passed through the area. No injuries were reported. Satellite imagery review of the area revealed visible downburst damage starting near Pokiok Lake continuing to the Saint Almo area. Damage assessed as EF1 downburst, with estimated max. wind speed of 145 km/h, damage swath length of 11.1 km and max. width up to 2.4 km.",,,Trees snapped/uprooted,,,145,1710,,C-T/DOD-5 (LB),0,N/A,,,7,7,2010,ADT,0,unknown,,-67.5404,46.8456
1940,72ea3b46-b22c-495c-8929-5e1329f4e6a5,2023,Estevan (1),final_classification_completed,final_rating_completed,unclassified_visual_vortex,media_article_eg_stratford_beac,Estimated event location,Saskatchewan,satellite,negligible_none,,,"Witness captured a photo of two vortices attached to cloud base north of Estevan. Nature of vortex contact with the surface is not clear as view was obscured for both vortices. Satellite imagery review revealed no visible damage and no damage was reported. Based on evidence available, event assessed as an Unclassified Visual Vortex.",,,,,,,1600,,,0,concurrent_secondary,,,4,10,2200,CST,0,unknown,,-103.04,49.21
1941,8c8a9865-ca6f-4896-8a6f-ae593c0b0d38,2023,Estevan (2),final_classification_completed,final_rating_completed,unclassified_visual_vortex,media_article_eg_stratford_beac,Estimated event location,Saskatchewan,satellite,negligible_none,,,"Witness captured a photo of two vortices attached to cloud base north of Estevan. Nature of vortex contact with the surface is not clear as view was obscured for both vortices. Satellite imagery review revealed no visible damage and no damage was reported. Based on evidence available, event assessed as an Unclassified Visual Vortex.",,,,,,,1600,,,0,concurrent_primary,,,4,10,2200,CST,0,unknown,,-103.01,49.205
1942,b1fad264-fcea-4e2a-8fc3-cce541c4b305,2023,Barton Lake,final_classification_completed,preliminary_rating_completed,downburst,storm_track_of_interest_eg_base,Damage area,Ontario,satellite,ef1,,,"Satellite imagery review of a storm track of interest revealed downburst damage near Barton Lake (north of Pikangikum). Preliminary EF-Scale rating is EF1 downburst, with further investigation pending to finalize the estimated max. wind speed.",,,,,,,1845,,,0,N/A,,,20,6,2345,CDT,0,unknown,,-94.1409,51.9543
1943,f551ae51-ccac-4a0b-8c0a-574ba7e531ee,2023,Flat Iron Lake,final_classification_completed,preliminary_rating_completed,downburst,storm_track_of_interest_eg_base,Damage area,Ontario,satellite,ef0,,,"Satellite imagery review of a storm track of interest revealed downburst damage near Flat Iron Lake (northeast of Round Lake). Preliminary EF-Scale rating is EF0 microburst, with further investigation pending to finalize the estimated max. wind speed.",,microburst,,,,,1740,,,0,N/A,,,28,7,2140,EDT,0,unknown,,-77.4182,45.7518
1944,4412c02f-1489-439d-8cf3-4f181af2b7a5,2023,Lac Earley,final_classification_completed,preliminary_rating_completed,downburst,storm_track_of_interest_eg_base,Damage area,Quebec,satellite,ef0,,,"Satellite imagery review of a storm track of interest revealed downburst damage near Lac Earley (northwest of Danford Lake). Preliminary EF-Scale rating is EF0 downburst, with further investigation pending to finalize the estimated max. wind speed.",,,,,,,1830,,,0,N/A,,,28,7,2230,EDT,0,unknown,,-76.2415,45.9425
1945,623c77b0-62e4-44b4-890b-079f59abbffa,2023,Kazabazua,final_classification_completed,preliminary_rating_completed,downburst,storm_track_of_interest_eg_base,Damage area,Quebec,satellite,ef0,,,"Satellite imagery review of a storm track of interest revealed downburst damage west of Kazabazua. Preliminary EF-Scale rating is EF0 downburst, with further investigation pending to finalize the estimated max. wind speed.",,,,,,,1845,,,0,N/A,,,28,7,2245,EDT,0,unknown,,-76.0944,45.9435
1946,ae6c8a00-3f22-484f-86cc-b8af6e56e92f,2023,Blacks Point,final_classification_completed,preliminary_rating_completed,downburst,twitter_eg_ntp_hashtag,Damage area,Manitoba,satellite,ef0,,,"Tree damage was reported at Blacks Point in Hecla-Grindstone Provincial Park. No injuries were reported. Satellite imagery review of the area revealed widespread weak downburst damage. Preliminary EF-Scale rating is EF0 downburst, with further investigation pending to finalize the estimated max. wind speed.",,,,,,,2230,,,0,N/A,,,2,7,330,CDT,0,unknown,,-96.819,51.2833
1947,b9a6daf6-2f6e-41ea-88fe-6f3ca3e0f508,2023,Loon Straits,final_classification_completed,preliminary_rating_completed,downburst,storm_track_of_interest_eg_base,Damage area,Manitoba,satellite,ef0,,,"Satellite imagery review of a storm track of interest revealed downburst damage in the Loon Straits area. Preliminary EF-Scale rating is EF0 downburst, with further investigation pending to finalize the estimated max. wind speed.",,,,,,,2250,,,0,N/A,,,2,7,350,CDT,0,unknown,,-96.5298,51.5087
1948,43c4ae66-4aed-4689-8f64-f22c11c9ee88,2023,English Lake,final_classification_completed,preliminary_rating_completed,downburst,storm_track_of_interest_eg_base,Damage area,Manitoba,satellite,ef0,,,"Satellite imagery review of a storm track of interest revealed downburst damage near English Lake (east of Hollow Water). Preliminary EF-Scale rating is EF0 downburst, with further investigation pending to finalize the estimated max. wind speed.",,,,,,,2300,,,0,N/A,,,2,7,400,CDT,0,unknown,,-96.1121999999984,51.2230999999991
1949,483942e0-4aba-4820-8099-c9849d9aba2f,2023,Meekinako Lake,final_classification_completed,preliminary_rating_completed,downburst,storm_track_of_interest_eg_base,Damage area,Manitoba,satellite,ef0,,,"Satellite imagery review of a storm track of interest revealed downburst damage northeast of Meekinako Lake. Preliminary EF-Scale rating is EF0 downburst, with further investigation pending to finalize the estimated max. wind speed.",,,,,,,2310,,,0,N/A,,,2,7,410,CDT,0,unknown,,-95.9186,51.5967
1950,2eabe5ec-c395-41f9-8fd2-dc6541d356bb,2023,Rennie,final_classification_completed,final_rating_completed,downburst,facebook_eg_instant_weather,Damage area,Manitoba,"satellite,ground,drone",ef0,,yes,"Tree damage was reported in the Rennie area after a storm passed through. No injuries were reported. An NTP ground and drone survey was completed on July 27, 2023. Satellite imagery review revealed some weak isolated damage in the area. Damage assessed as EF0 downburst, with an estimated max. wind speed of 115 km/h, damage swath length of 7.1 km and max. width of 3.9 km. Event start time is radar estimated.",,,Trees snapped/uprooted,,,115,2000,,C-T/DOD-3 (EXP),0,N/A,,,26,7,100,CDT,0,unknown,,-95.627,49.87
1951,ca0322cc-a37a-46e4-8d14-fa088a240a88,2023,Beaver Creek,final_classification_completed,final_rating_completed,downburst,facebook_eg_instant_weather,Damage area,Manitoba,"satellite,ground,drone",ef0,,yes,"Tree damage was reported in the Beaver Creek area after a storm passed through. No injuries were reported. An NTP ground and drone survey was completed on July 28, 2023. Satellite imagery review revealed some weak isolated damage in the area. Damage assessed as EF0 downburst, with an estimated max. wind speed of 115 km/h, damage swath length of 5.0 km and max. width of 2.5 km. Event start time is radar estimated.",,,,,,115,1825,,C-T/DOD-3 (EXP),0,N/A,,,26,7,2325,CDT,0,unknown,,-96.9034,51.4059
1952,45addeb6-8b7f-4ce0-89e8-604e734bdc23,2023,Worby,final_classification_completed,final_rating_completed,downburst,storm_track_of_interest_eg_base,Damage area,Manitoba,"satellite,ground,drone",ef0,,yes,"Tree damage was reported north of the Worby area after a storm passed through. No injuries were reported. An NTP ground and drone survey on June 24, 2023 documented tree damage in Worby. Damage assessed as EF0 downburst, with an estimated max. wind speed of 115 km/h. Satellite imagery review did not reveal any visible damage.",,,,,,115,2310,,C-T/DOD-3 (EXP),0,N/A,,,20,6,410,CDT,0,unknown,,-99.0295,49.8178
1953,f9df1f0b-11d0-4cd2-81bd-0c33be0ae2bc,2023,Sidney,final_classification_completed,final_rating_completed,downburst,facebook_eg_instant_weather,Damage area,Manitoba,"satellite,ground,drone",ef0,,yes,"Tree damage was reported in the Sidney area after a storm passed through. No injuries were reported. An NTP ground and drone survey on June 24, 2023 documented tree damage in Sidney. Damage assessed as EF0 downburst, with an estimated max. wind speed of 115 km/h. Satellite imagery review did not reveal any visible damage.",,,,,,115,2315,,C-T/DOD-3 (EXP),0,N/A,,,20,6,415,CDT,0,unknown,,-99.0551,49.8906
